STATUSMOVEMENTID,SUBSCRIPTIONID,STATUSID,MOVEMENTDATE
90685864,7679,0,11-02-2024 17:36
72428451,7679,0,11-02-2024 17:42
15729661,4229,1,01-04-2024 17:06
26350171,4229,2,01-04-2024 17:08
44018799,4229,3,01-04-2024 17:10
86327253,4229,0,01-04-2024 17:11
62359793,4229,2,01-04-2024 17:12
16760984,4229,3,01-04-2024 17:17
78647935,4229,4,01-04-2024 17:19
18944153,2333,0,04-04-2024 18:14
37963211,8750,0,23-03-2024 18:55
90882546,5466,1,25-02-2024 21:32
12970406,5466,2,25-02-2024 21:37
76754247,5466,3,25-02-2024 21:41
81748148,5466,0,25-02-2024 21:48
42898601,5466,2,25-02-2024 21:50
98489264,5466,3,25-02-2024 21:51
98586801,5466,0,25-02-2024 21:56
61442701,5466,1,25-02-2024 22:00
88445577,5466,2,25-02-2024 22:02
93221769,5466,3,25-02-2024 22:07
39605011,1023,1,13-03-2024 21:17
77795908,1023,0,13-03-2024 21:29
35636953,1023,0,13-03-2024 21:35
29309828,1023,1,13-03-2024 21:38
46726820,8422,1,21-03-2024 15:32
87551256,8422,2,21-03-2024 15:35
30089786,8422,3,21-03-2024 15:39
21169693,8422,0,21-03-2024 15:40
52618326,8422,2,21-03-2024 15:41
60040445,8422,3,21-03-2024 15:46
57142835,8422,4,21-03-2024 15:47
87920569,6310,0,31-01-2024 12:32
90271355,6310,0,31-01-2024 12:37
84352363,8578,1,31-01-2024 19:41
77445123,8578,2,31-01-2024 19:46
72069417,8578,0,31-01-2024 19:59
38896764,8578,2,31-01-2024 20:03
26137200,8578,0,31-01-2024 20:11
57651349,8578,1,31-01-2024 20:16
41738844,8578,2,31-01-2024 20:17
43485135,2410,0,10-03-2024 20:18
67736828,2410,0,10-03-2024 20:30
32225461,4252,1,24-03-2024 14:25
37540046,4252,2,24-03-2024 14:27
37762994,4252,3,24-03-2024 14:30
54596506,4252,0,24-03-2024 14:32
79406527,4252,2,24-03-2024 14:34
93685491,4252,3,24-03-2024 14:36
59461088,4252,4,24-03-2024 14:39
18449753,4252,5,24-03-2024 14:41
29626075,2717,0,19-01-2024 17:11
40758617,2717,0,19-01-2024 17:19
30391590,5975,1,03-03-2024 21:25
86427742,5975,2,03-03-2024 21:26
80087825,5975,3,03-03-2024 21:31
46325673,5975,0,03-03-2024 21:38
18776474,5975,2,03-03-2024 21:42
79430693,5975,3,03-03-2024 21:47
53619344,5975,0,03-03-2024 21:50
68600643,5975,1,03-03-2024 21:53
47115191,5975,2,03-03-2024 21:54
36341428,5975,3,03-03-2024 21:56
31946346,2969,1,11-01-2024 15:23
62422737,2969,2,11-01-2024 15:24
50966735,2969,3,11-01-2024 15:28
35774759,2969,4,11-01-2024 15:30
46141498,2969,0,11-01-2024 15:34
45417259,2969,2,11-01-2024 15:36
55186342,2969,3,11-01-2024 15:37
56760831,2969,0,11-01-2024 15:40
71300390,2969,1,11-01-2024 15:42
32916901,2969,2,11-01-2024 15:46
16743930,2969,3,11-01-2024 15:49
55075264,2969,4,11-01-2024 15:51
67291541,9779,1,18-03-2024 11:39
90428494,9779,2,18-03-2024 11:40
77914437,9779,3,18-03-2024 11:41
94899989,9779,4,18-03-2024 11:44
72153535,9779,0,18-03-2024 11:49
83200518,9779,2,18-03-2024 11:54
96374409,9779,3,18-03-2024 11:59
29265649,9779,0,18-03-2024 12:02
11307872,9779,1,18-03-2024 12:07
16717288,9779,2,18-03-2024 12:11
17038941,9779,3,18-03-2024 12:13
94473752,9779,4,18-03-2024 12:14
69817493,9779,5,18-03-2024 12:16
61564621,3663,0,03-01-2024 18:46
32816561,1117,1,06-03-2024 14:01
82640397,1117,0,06-03-2024 14:12
90450122,1117,0,06-03-2024 14:21
39007521,1117,1,06-03-2024 14:22
19385141,6162,1,12-01-2024 15:01
40551369,6162,0,12-01-2024 15:10
28145872,4921,1,27-01-2024 14:59
99325702,4921,2,27-01-2024 15:01
97245983,4921,3,27-01-2024 15:05
26870491,4921,4,27-01-2024 15:10
93668266,4921,0,27-01-2024 15:13
56741551,4921,2,27-01-2024 15:17
50208353,4921,3,27-01-2024 15:18
22724893,4921,0,27-01-2024 15:23
88605650,4921,1,27-01-2024 15:25
93744268,4921,2,27-01-2024 15:28
48904237,4921,3,27-01-2024 15:32
22470533,4921,4,27-01-2024 15:34
71193479,2462,1,10-02-2024 12:42
88301790,2462,2,10-02-2024 12:43
76223673,2462,3,10-02-2024 12:47
54822139,2462,0,10-02-2024 12:49
32693632,2462,2,10-02-2024 12:50
40877705,2462,3,10-02-2024 12:54
10855950,2462,4,10-02-2024 12:55
75737599,2462,5,10-02-2024 13:00
77455513,1271,1,01-02-2024 18:37
47841556,1271,2,01-02-2024 18:42
80728211,1271,0,01-02-2024 18:51
63559794,1271,2,01-02-2024 18:54
48181670,9044,1,11-01-2024 20:58
97542247,9044,2,11-01-2024 21:02
41567185,9044,3,11-01-2024 21:06
29176651,9044,4,11-01-2024 21:11
55226319,9044,0,11-01-2024 21:14
47997906,9044,2,11-01-2024 21:17
13155265,9044,3,11-01-2024 21:20
21450170,9044,0,11-01-2024 21:21
39723218,9044,1,11-01-2024 21:24
99332491,9044,2,11-01-2024 21:29
54525102,9044,3,11-01-2024 21:33
98715518,9044,4,11-01-2024 21:37
72762648,4424,1,26-03-2024 17:37
61274139,4424,2,26-03-2024 17:39
99446231,4424,0,26-03-2024 17:48
19651514,4424,2,26-03-2024 17:52
14542402,9881,0,20-02-2024 16:55
22358369,9881,0,20-02-2024 17:03
13164463,5368,0,08-03-2024 13:29
25126992,3669,1,02-04-2024 21:03
76221839,3669,2,02-04-2024 21:07
66856720,3669,3,02-04-2024 21:11
52264326,3669,4,02-04-2024 21:16
47347778,3669,0,02-04-2024 21:20
54765082,3669,2,02-04-2024 21:23
15940496,3669,3,02-04-2024 21:26
55579627,3669,0,02-04-2024 21:29
88271344,3669,1,02-04-2024 21:34
70814601,3669,2,02-04-2024 21:37
19935142,3669,3,02-04-2024 21:40
19401524,3669,4,02-04-2024 21:43
89717397,3669,5,02-04-2024 21:45
58051700,2306,1,13-03-2024 16:40
30935581,2306,2,13-03-2024 16:43
13710329,2306,0,13-03-2024 16:50
28392114,2306,2,13-03-2024 16:55
84333527,4817,1,19-03-2024 10:56
77608003,4817,2,19-03-2024 10:57
24242423,4817,3,19-03-2024 11:01
10875077,4817,4,19-03-2024 11:06
29552091,4817,0,19-03-2024 11:09
94849510,4817,2,19-03-2024 11:14
51371850,4817,3,19-03-2024 11:19
96042033,4817,0,19-03-2024 11:22
82569318,4817,1,19-03-2024 11:27
97251625,4817,2,19-03-2024 11:29
82864876,4817,3,19-03-2024 11:34
51420763,4817,4,19-03-2024 11:35
31632470,4817,5,19-03-2024 11:39
98599155,1641,1,11-01-2024 14:23
61604601,1641,2,11-01-2024 14:28
49929058,1641,3,11-01-2024 14:31
56937055,1641,0,11-01-2024 14:34
88101153,1641,2,11-01-2024 14:35
70672600,1641,3,11-01-2024 14:40
47599027,9357,0,17-01-2024 12:04
99379609,1191,0,20-02-2024 20:37
35397531,4359,1,04-04-2024 10:34
81293189,4359,0,04-04-2024 10:46
30230406,4359,0,04-04-2024 10:56
68869795,4359,1,04-04-2024 11:00
13526040,4106,1,17-01-2024 16:17
94699507,4106,2,17-01-2024 16:22
47623651,4106,3,17-01-2024 16:23
61369159,4106,4,17-01-2024 16:28
17200243,4106,0,17-01-2024 16:30
40362526,4106,2,17-01-2024 16:32
11359525,4106,3,17-01-2024 16:34
87608071,4106,0,17-01-2024 16:35
54035797,4106,1,17-01-2024 16:40
63432697,4106,2,17-01-2024 16:43
72094104,4106,3,17-01-2024 16:47
21160523,4106,4,17-01-2024 16:52
32309697,4106,5,17-01-2024 16:54
50774722,4941,1,09-04-2024 21:10
76864514,4941,0,09-04-2024 21:28
62688697,4941,0,09-04-2024 21:37
12440726,4941,1,09-04-2024 21:40
61208787,4190,1,01-02-2024 17:11
45538736,4190,2,01-02-2024 17:15
92251361,4190,3,01-02-2024 17:16
62680482,4190,0,01-02-2024 17:18
11345922,4190,2,01-02-2024 17:23
55672643,4190,3,01-02-2024 17:25
85225368,4190,0,01-02-2024 17:28
87986426,4190,1,01-02-2024 17:29
26740574,4190,2,01-02-2024 17:30
35510800,4190,3,01-02-2024 17:33
96182757,2758,0,22-02-2024 10:57
86948758,2758,0,22-02-2024 11:10
78777728,8382,1,05-01-2024 13:26
51842618,8382,0,05-01-2024 13:37
64117916,5367,1,21-01-2024 12:42
52255020,5367,2,21-01-2024 12:46
93638171,5367,3,21-01-2024 12:50
93522884,5367,0,21-01-2024 12:54
24712014,5367,2,21-01-2024 12:59
90357872,5367,3,21-01-2024 13:00
84509583,3073,1,16-01-2024 12:52
68124968,3073,2,16-01-2024 12:57
85746570,3073,3,16-01-2024 12:59
46372783,3073,0,16-01-2024 13:03
10178032,3073,2,16-01-2024 13:07
71301711,3073,3,16-01-2024 13:11
80788589,3073,4,16-01-2024 13:13
90510666,4120,1,02-01-2024 13:50
72827092,4120,0,02-01-2024 14:02
61453811,4120,0,02-01-2024 14:09
78895891,4120,1,02-01-2024 14:14
23257906,6406,0,22-01-2024 21:39
60963370,4773,1,16-03-2024 19:20
21776247,4773,2,16-03-2024 19:23
26065993,4773,3,16-03-2024 19:26
69490494,4773,0,16-03-2024 19:28
82729218,4773,2,16-03-2024 19:32
99007906,4773,3,16-03-2024 19:37
93284819,4773,4,16-03-2024 19:42
94110799,7609,1,29-02-2024 14:29
15909799,7609,2,29-02-2024 14:34
79002894,7609,3,29-02-2024 14:35
62079695,7609,0,29-02-2024 14:38
60779939,7609,2,29-02-2024 14:43
79530481,7609,3,29-02-2024 14:47
16811395,7609,4,29-02-2024 14:49
65556078,7609,5,29-02-2024 14:53
42099226,1086,1,31-03-2024 13:16
41150390,1086,2,31-03-2024 13:19
57519061,1086,3,31-03-2024 13:22
15160009,1086,0,31-03-2024 13:23
87091277,1086,2,31-03-2024 13:24
75705908,1086,3,31-03-2024 13:29
88211795,4977,1,15-02-2024 15:21
76930528,4977,2,15-02-2024 15:23
42046096,4977,3,15-02-2024 15:25
61189592,4977,0,15-02-2024 15:34
97162452,4977,2,15-02-2024 15:35
15514794,4977,3,15-02-2024 15:40
63621158,4977,0,15-02-2024 15:45
84117994,4977,1,15-02-2024 15:48
79689562,4977,2,15-02-2024 15:53
54127266,4977,3,15-02-2024 15:57
19505590,4673,1,27-03-2024 14:16
89657857,4673,2,27-03-2024 14:20
99429376,4673,0,27-03-2024 14:26
77948147,4673,2,27-03-2024 14:31
29720452,6491,0,15-01-2024 16:03
75587401,7585,1,15-02-2024 14:48
12109274,7585,2,15-02-2024 14:52
45181431,7585,3,15-02-2024 14:55
61744612,7585,0,15-02-2024 14:59
70211156,7585,2,15-02-2024 15:04
89458530,7585,3,15-02-2024 15:06
87290385,7585,4,15-02-2024 15:07
55595492,7585,5,15-02-2024 15:11
75596097,3722,0,29-02-2024 20:34
96271634,3722,0,29-02-2024 20:43
75370497,2647,1,26-02-2024 19:48
26970557,2647,0,26-02-2024 20:02
90187755,2647,0,26-02-2024 20:08
31720372,2647,1,26-02-2024 20:09
95426899,7763,0,01-02-2024 11:59
59591696,7763,0,01-02-2024 12:09
82624437,4754,1,10-02-2024 16:45
86541216,4754,2,10-02-2024 16:50
62214147,4754,0,10-02-2024 16:59
68624123,4754,2,10-02-2024 17:01
54214049,3741,1,24-03-2024 18:19
59589916,3741,0,24-03-2024 18:29
10435679,9062,1,31-01-2024 17:44
87290910,9062,2,31-01-2024 17:49
37670813,9062,3,31-01-2024 17:53
41515948,9062,4,31-01-2024 17:58
98650299,9062,0,31-01-2024 18:01
17565119,9062,2,31-01-2024 18:06
21162456,9062,3,31-01-2024 18:08
69700227,9062,0,31-01-2024 18:11
85550760,9062,1,31-01-2024 18:12
55761414,9062,2,31-01-2024 18:13
68270811,9062,3,31-01-2024 18:15
49030813,9062,4,31-01-2024 18:19
81596781,1279,0,11-01-2024 14:44
36296121,8341,1,06-02-2024 15:20
31514578,8341,0,06-02-2024 15:32
29123023,3357,1,05-04-2024 11:39
87809331,3357,0,05-04-2024 11:49
60443803,3357,0,05-04-2024 11:56
87287094,3357,1,05-04-2024 11:57
26942072,1361,1,01-02-2024 21:40
46119276,1361,2,01-02-2024 21:43
85629091,1361,0,01-02-2024 21:55
52448607,1361,2,01-02-2024 21:57
96179704,1361,0,01-02-2024 22:04
49348648,1361,1,01-02-2024 22:05
29364077,1361,2,01-02-2024 22:08
22703654,2260,0,11-02-2024 16:02
64430642,4685,0,16-03-2024 11:31
91356707,4685,0,16-03-2024 11:43
30803132,4327,1,25-02-2024 20:07
91265344,4327,2,25-02-2024 20:11
30995077,4327,3,25-02-2024 20:16
43775589,4327,0,25-02-2024 20:21
55896999,4327,2,25-02-2024 20:23
80586410,4327,3,25-02-2024 20:28
85761194,4327,4,25-02-2024 20:30
77062594,4327,5,25-02-2024 20:34
49569591,7346,0,28-01-2024 15:23
57911625,7346,0,28-01-2024 15:34
64674491,6494,1,16-02-2024 10:28
77179883,6494,2,16-02-2024 10:30
36462982,6494,0,16-02-2024 10:33
27298304,6494,2,16-02-2024 10:36
29104820,9576,0,24-03-2024 17:49
43099471,9576,0,24-03-2024 17:58
83579992,6689,0,08-02-2024 18:53
24054063,6689,0,08-02-2024 19:02
83329065,1679,0,05-03-2024 20:22
56215124,3478,1,22-03-2024 20:50
53138383,3478,2,22-03-2024 20:53
85276872,3478,0,22-03-2024 21:00
34154554,3478,2,22-03-2024 21:03
45208056,8237,1,13-01-2024 19:48
35270471,8237,2,13-01-2024 19:52
23797512,8237,3,13-01-2024 19:55
94269853,8237,0,13-01-2024 19:58
29413361,8237,2,13-01-2024 20:00
22917331,8237,3,13-01-2024 20:02
31990709,8237,4,13-01-2024 20:07
61353163,7321,0,14-03-2024 11:37
79595514,7321,0,14-03-2024 11:43
64402999,3340,1,04-03-2024 19:52
40579778,3340,2,04-03-2024 19:54
76858462,3340,3,04-03-2024 19:58
14162608,3340,0,04-03-2024 20:02
45414434,3340,2,04-03-2024 20:04
16622276,3340,3,04-03-2024 20:08
32616723,3340,4,04-03-2024 20:11
35380768,3340,5,04-03-2024 20:15
55873353,6536,1,27-01-2024 15:14
55535132,6536,2,27-01-2024 15:18
23931030,6536,0,27-01-2024 15:23
91952179,6536,2,27-01-2024 15:28
85651618,7812,0,06-04-2024 10:27
33560679,4494,1,05-01-2024 14:58
27581466,4494,2,05-01-2024 15:03
99087812,4494,3,05-01-2024 15:04
35436204,4494,0,05-01-2024 15:09
31364995,4494,2,05-01-2024 15:11
71656659,4494,3,05-01-2024 15:15
29537606,4494,0,05-01-2024 15:16
11752689,4494,1,05-01-2024 15:21
43183409,4494,2,05-01-2024 15:23
12824618,4494,3,05-01-2024 15:28
99951193,3904,0,17-03-2024 21:07
61181663,3078,0,03-01-2024 16:14
57981156,3078,0,03-01-2024 16:23
62663047,2528,1,03-02-2024 19:49
37986865,2528,2,03-02-2024 19:54
28499113,2528,3,03-02-2024 19:59
69016408,2528,4,03-02-2024 20:00
55591779,2528,0,03-02-2024 20:04
59241985,2528,2,03-02-2024 20:05
42001479,2528,3,03-02-2024 20:06
14381697,2528,0,03-02-2024 20:10
27402088,2528,1,03-02-2024 20:11
93240930,2528,2,03-02-2024 20:14
91796949,2528,3,03-02-2024 20:15
10849373,2528,4,03-02-2024 20:17
85485989,2528,5,03-02-2024 20:22
15655058,8319,0,26-03-2024 11:16
49599725,8319,0,26-03-2024 11:27
33763653,9295,1,10-02-2024 17:20
62846119,9295,2,10-02-2024 17:22
82686007,9295,3,10-02-2024 17:24
62780198,9295,0,10-02-2024 17:25
85458867,9295,2,10-02-2024 17:28
80801123,9295,3,10-02-2024 17:29
37762275,1701,1,11-03-2024 10:40
69452792,1701,0,11-03-2024 10:50
22622817,8511,0,17-01-2024 10:54
89930860,1568,1,17-01-2024 16:45
65306181,1568,0,17-01-2024 16:56
14350808,1568,0,17-01-2024 17:07
84369640,1568,1,17-01-2024 17:10
